20617.3607	0.6531	0.6541	0.6521	0.6392	0.6667	0.653	0.6531	0.7079
20290.5418	0.6575	0.6741	0.6443	0.6001	0.7141	0.6562	0.6575	0.7174
19966.4558	0.6673	0.6882	0.6512	0.6029	0.7307	0.6657	0.6673	0.7309
19744.0497	0.6716	0.7329	0.637	0.5324	0.8088	0.6647	0.6716	0.7417
20063.6131	0.6698	0.7358	0.6339	0.5225	0.8151	0.6621	0.6698	0.7387
19185.6234	0.6881	0.728	0.6609	0.5933	0.7815	0.685	0.6881	0.7574
19108.3299	0.6878	0.7347	0.6575	0.5808	0.7932	0.6839	0.6878	0.7601
18846.0005	0.6919	0.7131	0.675	0.6346	0.7483	0.6907	0.6919	0.767
19260.6048	0.6921	0.7291	0.6662	0.6042	0.7787	0.6895	0.6921	0.7656
19102.5618	0.6858	0.8156	0.6332	0.4744	0.8942	0.6706	0.6858	0.7716
18684.0227	0.6959	0.6948	0.697	0.691	0.7008	0.6959	0.6959	0.774
18576.6397	0.6977	0.7072	0.6894	0.6674	0.7277	0.6974	0.6977	0.7764
18610.1777	0.699	0.7088	0.6904	0.6683	0.7293	0.6986	0.699	0.7744
18756.1934	0.7016	0.7177	0.6882	0.6576	0.7451	0.7009	0.7016	0.7781
18654.7307	0.7026	0.7672	0.6642	0.5755	0.8279	0.6974	0.7026	0.7792
18609.7837	0.7004	0.794	0.6533	0.5353	0.8631	0.6916	0.7004	0.7809
19364.7857	0.6956	0.6991	0.6923	0.6789	0.712	0.6954	0.6956	0.7723
18350.0896	0.7042	0.7554	0.671	0.5974	0.8093	0.7005	0.7042	0.7822
18576.8105	0.7011	0.7143	0.6899	0.6633	0.7385	0.7006	0.7011	0.7785
18479.9981	0.7051	0.7293	0.6862	0.6456	0.7637	0.7039	0.7051	0.7834
18108.4537	0.7088	0.7165	0.7018	0.684	0.7332	0.7085	0.7088	0.7874
18151.5823	0.7099	0.7241	0.6978	0.6714	0.7479	0.7094	0.7099	0.788
18157.8398	0.7052	0.7295	0.6862	0.6456	0.764	0.704	0.7052	0.7849
18145.17	0.7115	0.7346	0.6932	0.6559	0.7664	0.7105	0.7115	0.7891
18203.3778	0.7093	0.7237	0.697	0.6703	0.7478	0.7088	0.7093	0.7888
18083.1242	0.7092	0.759	0.6764	0.6068	0.8101	0.7058	0.7092	0.7879
18344.7021	0.71	0.7231	0.6988	0.674	0.7456	0.7096	0.71	0.7889
18541.2465	0.7102	0.7363	0.6899	0.6484	0.7711	0.7089	0.7102	0.7893
18081.9732	0.7117	0.7811	0.6709	0.5825	0.8391	0.7065	0.7117	0.7913
18631.2234	0.7075	0.7247	0.6931	0.6622	0.752	0.7067	0.7075	0.7844
